difficulty,id,questionFrontendId,status,title,titleSlug,topicTags,acRate
HARD,3057,2842,TO_DO,Count K-Subsequences of a String With Maximum Beauty,count-k-subsequences-of-a-string-with-maximum-beauty,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",0.2980480952680462
EASY,2998,2843,TO_DO,  Count Symmetric Integers,count-symmetric-integers,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.8309707702535684
MEDIUM,3046,2844,TO_DO,Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.3821568022327478
MEDIUM,2915,2845,TO_DO,Count of Interesting Subarrays,count-of-interesting-subarrays,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.5804320252640298
HARD,3079,2846,TO_DO,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Strongly Connected Component', 'slug': 'strongly-connected-component', '__typename': 'CommonTagNode'}]",0.43640489761452395
MEDIUM,3111,2847,TO_DO,Smallest Number With Given Digit Product,smallest-number-with-given-digit-product,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.4309868875086266
EASY,3034,2848,TO_DO,Points That Intersect With Cars,points-that-intersect-with-cars,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.7299002601908066
MEDIUM,3056,2849,TO_DO,Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",0.3714336436665062
MEDIUM,3092,2850,TO_DO,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.44567847813196143
HARD,3024,2851,TO_DO,String Transformation,string-transformation,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'String Matching', 'slug': 'string-matching', '__typename': 'CommonTagNode'}]",0.2548201318754695
MEDIUM,3148,2852,TO_DO,Sum of Remoteness of All Cells,sum-of-remoteness-of-all-cells,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.7089983022071309
EASY,3155,2853,TO_DO,Highest Salaries Difference,highest-salaries-difference,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.7430705155823639
MEDIUM,3156,2854,TO_DO,Rolling Average Steps,rolling-average-steps,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.6990041760359782
EASY,3045,2855,TO_DO,Minimum Right Shifts to Sort the Array,minimum-right-shifts-to-sort-the-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.5687941055847039
MEDIUM,3081,2856,TO_DO,Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.2570646661770363
MEDIUM,2953,2857,TO_DO,Count Pairs of Points With Distance k,count-pairs-of-points-with-distance-k,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.3226044664001427
HARD,3105,2858,TO_DO,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}]",0.5557962684587496
EASY,3093,2859,TO_DO,Sum of Values at Indices With K Set Bits,sum-of-values-at-indices-with-k-set-bits,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.8579650426085528
MEDIUM,3104,2860,TO_DO,Happy Students,happy-students,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.5031785345717235
MEDIUM,3095,2861,TO_DO,Maximum Number of Alloys,maximum-number-of-alloys,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",0.39368354516107185
HARD,3047,2862,TO_DO,Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",0.41888322957932467
MEDIUM,3158,2863,TO_DO,Maximum Length of Semi-Decreasing Subarrays,maximum-length-of-semi-decreasing-subarrays,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.7003190746834181
EASY,3055,2864,TO_DO,Maximum Odd Binary Number,maximum-odd-binary-number,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.8279083485409869
MEDIUM,3114,2865,TO_DO,Beautiful Towers I,beautiful-towers-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.4365852629803028
MEDIUM,3113,2866,TO_DO,Beautiful Towers II,beautiful-towers-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.3525678991454438
HARD,3112,2867,TO_DO,Count Valid Paths in a Tree,count-valid-paths-in-a-tree,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",0.35137618343786203
HARD,3173,2868,TO_DO,The Wording Game,the-wording-game,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Game Theory', 'slug': 'game-theory', '__typename': 'CommonTagNode'}]",0.5446205170975813
EASY,3044,2869,TO_DO,Minimum Operations to Collect Elements,minimum-operations-to-collect-elements,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.6142274977436206
MEDIUM,3094,2870,TO_DO,Minimum Number of Operations to Make Array Empty,minimum-number-of-operations-to-make-array-empty,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.6191797392523185
MEDIUM,3080,2871,TO_DO,Split Array Into Maximum Number of Subarrays,split-array-into-maximum-number-of-subarrays,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.41706813489332417
HARD,3058,2872,TO_DO,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}]",0.6960900178104765
EASY,3154,2873,TO_DO,Maximum Value of an Ordered Triplet I,maximum-value-of-an-ordered-triplet-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.5817722737260768
MEDIUM,3152,2874,TO_DO,Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.5650512381803453
MEDIUM,3141,2875,TO_DO,Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.31394558276565393
HARD,3140,2876,TO_DO,Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Memoization', 'slug': 'memoization', '__typename': 'CommonTagNode'}]",0.294540491355778
EASY,3062,2877,TO_DO,Create a DataFrame from List,create-a-dataframe-from-list,[],0.8135298217232577
EASY,3076,2878,TO_DO,Get the Size of a DataFrame,get-the-size-of-a-dataframe,[],0.8512966593551643
EASY,3065,2879,TO_DO,Display the First Three Rows,display-the-first-three-rows,[],0.9308340510836771
EASY,3074,2880,TO_DO,Select Data,select-data,[],0.7908796400934207
EASY,3066,2881,TO_DO,Create a New Column,create-a-new-column,[],0.9028238875693834
EASY,3071,2882,TO_DO,Drop Duplicate Rows,drop-duplicate-rows,[],0.8547092671108419
EASY,3075,2883,TO_DO,Drop Missing Data,drop-missing-data,[],0.6445326234366366
EASY,3067,2884,TO_DO,Modify Columns,modify-columns,[],0.925094809759377
EASY,3068,2885,TO_DO,Rename Columns,rename-columns,[],0.8553909883152917
EASY,3069,2886,TO_DO,Change Data Type,change-data-type,[],0.8750489652020632
EASY,3070,2887,TO_DO,Fill Missing Data,fill-missing-data,[],0.7236266681714302
EASY,3064,2888,TO_DO,Reshape Data: Concatenate,reshape-data-concatenate,[],0.9071133586177834
EASY,3072,2889,TO_DO,Reshape Data: Pivot,reshape-data-pivot,[],0.8353506226352717
EASY,3073,2890,TO_DO,Reshape Data: Melt,reshape-data-melt,[],0.8615344457161214
EASY,3063,2891,TO_DO,Method Chaining,method-chaining,[],0.7648138256629392
MEDIUM,3177,2892,TO_DO,Minimizing Array After Replacing Pairs With Their Product,minimizing-array-after-replacing-pairs-with-their-product,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.403954802259887
MEDIUM,3160,2893,TO_DO,Calculate Orders Within Each Interval,calculate-orders-within-each-interval,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.6793344677632824
EASY,3172,2894,TO_DO,Divisible and Non-divisible Sums Difference,divisible-and-non-divisible-sums-difference,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",0.9121745148737235
MEDIUM,3151,2895,TO_DO,Minimum Processing Time,minimum-processing-time,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.6955594370360418
MEDIUM,3033,2896,TO_DO,Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.27361734914400615
HARD,3153,2897,TO_DO,Apply Operations on Array to Maximize Sum of Squares,apply-operations-on-array-to-maximize-sum-of-squares,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.43620633008432813
MEDIUM,3182,2898,TO_DO,Maximum Linear Stock Score,maximum-linear-stock-score,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}]",0.6001021450459653
EASY,3164,2899,TO_DO,Last Visited Integers,last-visited-integers,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.6133716354478199
EASY,3143,2900,TO_DO,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.6726813928738256
MEDIUM,3142,2901,TO_DO,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.5139024160356908
HARD,3091,2902,TO_DO,Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",0.20855361792787813
EASY,3165,2903,TO_DO,Find Indices With Index and Value Difference I,find-indices-with-index-and-value-difference-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}]",0.6027443713742445
MEDIUM,3150,2904,TO_DO,Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",0.4015562794064423
MEDIUM,3170,2905,TO_DO,Find Indices With Index and Value Difference II,find-indices-with-index-and-value-difference-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}]",0.3209390405194181
MEDIUM,3031,2906,TO_DO,Construct Product Matrix,construct-product-matrix,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.3130614645225397
MEDIUM,3187,2907,TO_DO,Maximum Profitable Triplets With Increasing Prices I,maximum-profitable-triplets-with-increasing-prices-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}]",0.5464121132323897
EASY,3176,2908,TO_DO,Minimum Sum of Mountain Triplets I,minimum-sum-of-mountain-triplets-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.6630402115766063
MEDIUM,3186,2909,TO_DO,Minimum Sum of Mountain Triplets II,minimum-sum-of-mountain-triplets-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.5391708401887577
MEDIUM,3166,2910,TO_DO,Minimum Number of Groups to Create a Valid Assignment,minimum-number-of-groups-to-create-a-valid-assignment,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.24089028296849974
HARD,2879,2911,TO_DO,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.3513292128974607
HARD,3198,2912,TO_DO,Number of Ways to Reach Destination in the Grid,number-of-ways-to-reach-destination-in-the-grid,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",0.5911039657020365
EASY,3163,2913,TO_DO,Subarrays Distinct Element Sum of Squares I,subarrays-distinct-element-sum-of-squares-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}]",0.797938144329897
MEDIUM,3174,2914,TO_DO,Minimum Number of Changes to Make Binary String Beautiful,minimum-number-of-changes-to-make-binary-string-beautiful,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.7642227601989673
MEDIUM,3106,2915,TO_DO,Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.3830536035774435
HARD,3139,2916,TO_DO,Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}]",0.21214992630027374
EASY,3183,2917,TO_DO,Find the K-or of an Array,find-the-k-or-of-an-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.7230577556287265
MEDIUM,3171,2918,TO_DO,Minimum Equal Sum of Two Arrays After Replacing Zeros,minimum-equal-sum-of-two-arrays-after-replacing-zeros,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.5019251104405463
MEDIUM,3178,2919,TO_DO,Minimum Increment Operations to Make Array Beautiful,minimum-increment-operations-to-make-array-beautiful,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.3415771592563675
HARD,3179,2920,TO_DO,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Memoization', 'slug': 'memoization', '__typename': 'CommonTagNode'}]",0.35883593722069285
HARD,3204,2921,TO_DO,Maximum Profitable Triplets With Increasing Prices II,maximum-profitable-triplets-with-increasing-prices-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}]",0.4435643564356436
MEDIUM,3205,2922,TO_DO,Market Analysis III,market-analysis-iii,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.42017319185266494
EASY,3188,2923,TO_DO,Find Champion I,find-champion-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.7267121160586208
MEDIUM,3189,2924,TO_DO,Find Champion II,find-champion-ii,"[{'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}]",0.7011936641477932
MEDIUM,3191,2925,TO_DO,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}]",0.46539393408646407
HARD,3184,2926,TO_DO,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}]",0.25074784444835474
HARD,3216,2927,TO_DO,Distribute Candies Among Children III,distribute-candies-among-children-iii,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",0.5744255744255744
EASY,3199,2928,TO_DO,Distribute Candies Among Children I,distribute-candies-among-children-i,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.7532421248539807
MEDIUM,3201,2929,TO_DO,Distribute Candies Among Children II,distribute-candies-among-children-ii,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.5590144528561597
MEDIUM,3200,2930,TO_DO,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",0.5583356565374965
HARD,3107,2931,TO_DO,Maximum Spending After Buying Items,maximum-spending-after-buying-items,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6043423271500843
